"Formato","Versão da base","ID do documento","Título","Coleção","URL","Ano","Teorias e Modelos","Ferramentas e Artefatos","Métodos e Técnicas"
"ecograd-ontologia-v1","6c9b93b97aa1376dfc0a2df092b84a8c74ac311872900bbf8f57ea429c936acd","doc-v1-3e6a871e3542a5f53bc3c0b2628aa5e8545a82a062101e61d42d7dacc779158c","Analise economica da valorização energetica da madeira","Curso de Pos-Graduação em Engenhariade Produção","https://repositorio.ufsc.br/xmlui/handle/123456789/157542","1988","[]","[]","[""Método de teste de interface""]"
